Date,t,Open,High,Low,Close
10/26/2019,2371,8667.58,10021.74,8662.62,9244.97
10/25/2019,2370,7490.7,8691.54,7479.98,8660.7
10/24/2019,2369,7509.73,7532.87,7446.99,7493.49
10/23/2019,2368,8076.23,8093,7469.32,7514.67
10/22/2019,2367,8243.4,8296.65,8074.46,8078.2
10/21/2019,2366,8225.12,8296.69,8196.42,8243.72
10/20/2019,2365,7997.81,8281.82,7949.44,8222.08
10/19/2019,2364,7973.8,8082.63,7944.78,7988.56
10/18/2019,2363,8100.93,8138.41,7902.16,7973.21
10/17/2019,2362,8047.81,8134.83,8000.94,8103.91
10/16/2019,2361,8204.67,8216.81,7985.09,8047.53
10/15/2019,2360,8373.46,8410.71,8182.71,8205.37
10/14/2019,2359,8320.83,8390.21,8284.13,8374.69
10/13/2019,2358,8336.9,8470.99,8276.61,8321.01
10/12/2019,2357,8315.66,8415.24,8313.34,8336.56
10/11/2019,2356,8585.26,8721.78,8316.18,8321.76
10/10/2019,2355,8585.28,8625.27,8471.93,8586.47
10/9/2019,2354,8229.84,8627.71,8169.3,8595.74
10/8/2019,2353,8246.85,8332.72,8185.76,8228.78
10/7/2019,2352,7989.12,8308.45,7905.77,8245.62
10/6/2019,2351,8149.88,8161.41,7958.85,7988.16
10/5/2019,2350,8210.15,8215.53,8071.12,8151.5
10/4/2019,2349,8259.49,8260.06,8151.24,8205.94
10/3/2019,2348,8390.77,8414.23,8146.44,8259.99
10/2/2019,2347,8344.21,8393.04,8227.7,8393.04
10/1/2019,2346,8299.72,8497.69,8232.68,8343.28
9/30/2019,2345,8104.23,8314.23,7830.76,8293.87
9/29/2019,2344,8246.04,8261.71,7990.5,8104.19
9/28/2019,2343,8251.27,8285.62,8125.43,8245.92
9/27/2019,2342,8113.1,8271.52,7965.92,8251.85
9/26/2019,2341,8487.67,8515.69,7895.63,8118.97
9/25/2019,2340,8603.43,8744.83,8325.4,8486.99
9/24/2019,2339,9729.32,9804.32,8370.8,8620.57
9/23/2019,2338,10067.96,10074.24,9727.14,9729.32
9/22/2019,2337,10024.12,10074.44,9922.53,10070.39
9/21/2019,2336,10183.65,10188.1,10000.71,10019.72
9/20/2019,2335,10266.32,10285.87,10132.19,10181.64
9/19/2019,2334,10200.5,10295.67,9851.69,10266.41
9/18/2019,2333,10247.8,10275.93,10191.47,10198.25
9/17/2019,2332,10281.51,10296.77,10199.74,10241.27
9/16/2019,2331,10347.22,10386.87,10189.74,10276.79
9/15/2019,2330,10356.47,10387.03,10313.09,10347.71
9/14/2019,2329,10345.4,10422.13,10291.69,10358.05
9/13/2019,2328,10415.36,10441.49,10226.6,10360.55
9/12/2019,2327,10176.82,10442.25,10099.24,10410.13
9/11/2019,2326,10123.03,10215.95,9980.78,10178.37
9/10/2019,2325,10336.41,10394.35,10020.57,10115.98
9/9/2019,2324,10443.23,10450.31,10144.93,10334.97
9/8/2019,2323,10518.11,10595.64,10409.09,10441.28
9/7/2019,2322,10353.93,10558.67,10348.92,10517.25
9/6/2019,2321,10578.2,10898.76,10292.3,10353.3
9/5/2019,2320,10588.18,10627.27,10516.42,10575.53
9/4/2019,2319,10621.18,10762.64,10434.71,10594.49
9/3/2019,2318,10345.73,10736.1,10308.55,10623.54
9/2/2019,2317,9757.47,10396.59,9730.65,10346.76
9/1/2019,2316,9630.59,9796.76,9582.94,9757.97
8/31/2019,2315,9597.54,9673.22,9531.8,9630.66
8/30/2019,2314,9514.84,9656.12,9428.3,9598.17
8/29/2019,2313,9756.79,9756.79,9421.63,9510.2
8/28/2019,2312,10203.43,10279.37,9716.66,9754.42
8/27/2019,2311,10372.83,10381.33,10087.3,10185.5
8/26/2019,2310,10126.3,10512.33,10126.3,10370.82
8/25/2019,2309,10160.74,10304.62,10008.79,10138.52
8/24/2019,2308,10407.64,10418.02,9982.3,10159.96
8/23/2019,2307,10136.31,10442.44,10078.19,10407.97
8/22/2019,2306,10142.52,10233,9831.46,10131.06
8/21/2019,2305,10764.57,10798.73,9962.72,10138.05
8/20/2019,2304,10916.35,10947.04,10618.96,10763.23
8/19/2019,2303,10350.28,10916.05,10313.2,10916.05
8/18/2019,2302,10233.01,10487.07,10119.09,10345.81
8/17/2019,2301,10358.72,10452.62,10086.7,10231.74
8/16/2019,2300,10319.42,10524.35,9855.48,10374.34
8/15/2019,2299,10038.42,10437.41,9675.32,10311.55
8/14/2019,2298,10889.49,10889.56,10028.14,10051.7
8/13/2019,2297,11385.05,11420.05,10830.33,10895.83
8/12/2019,2296,11528.19,11528.19,11320.95,11382.62
8/11/2019,2295,11349.74,11523.58,11248.29,11523.58
8/10/2019,2294,11861.56,11915.66,11323.9,11354.02
8/9/2019,2293,11953.47,11970.46,11709.75,11862.94
8/8/2019,2292,11954.04,11979.42,11556.17,11966.41
8/7/2019,2291,11476.19,12036.99,11433.7,11941.97
8/6/2019,2290,11811.55,12273.82,11290.73,11478.17
8/5/2019,2289,10960.74,11895.09,10960.74,11805.65
8/4/2019,2288,10821.63,11009.21,10620.28,10970.18
8/3/2019,2287,10519.28,10946.78,10503.5,10821.73
8/2/2019,2286,10402.04,10657.95,10371.01,10518.17
8/1/2019,2285,10077.44,10446.92,9922.02,10399.67
7/31/2019,2284,9604.05,10085.63,9598.1,10085.63
7/30/2019,2283,9522.33,9701.76,9437.34,9607.42
7/29/2019,2282,9548.18,9681.65,9472.95,9519.15
7/28/2019,2281,9491.63,9575.55,9252.3,9552.86
7/27/2019,2280,9871.16,10167.32,9411.52,9477.68
7/26/2019,2279,9913.13,9916.52,9717.98,9870.3
7/25/2019,2278,9809.1,10154.25,9773.96,9911.84
7/24/2019,2277,9887.73,9908.8,9614.31,9811.93
7/23/2019,2276,10346.75,10346.75,9883.6,9900.77
7/22/2019,2275,10596.95,10651.79,10154.92,10343.11
7/21/2019,2274,10777.53,10841.89,10389.6,10599.11
7/20/2019,2273,10525.82,11048.66,10451.28,10767.14
7/19/2019,2272,10653.96,10716.98,10229.63,10530.73
7/18/2019,2271,9698.5,10736.84,9376.8,10666.48
7/17/2019,2270,9471.21,9963.13,9163.13,9693.8
7/16/2019,2269,10896.65,10996.63,9448.11,9477.64
7/15/2019,2268,10257.84,11052.77,9992.01,10895.09
7/14/2019,2267,11381.02,11451.2,10234.58,10256.06
7/13/2019,2266,11813.13,11841.96,10908.48,11392.38
7/12/2019,2265,11354.3,11905.49,11179.14,11815.99
7/11/2019,2264,12139.71,12144.62,11158.92,11358.66
7/10/2019,2263,12571.54,13129.53,11710.98,12156.51
7/9/2019,2262,12284.33,12779.13,12233.26,12573.81
7/8/2019,2261,11446.6,12345.83,11393.37,12285.96
7/7/2019,2260,11217.62,11541.62,11148.8,11450.85
7/6/2019,2259,10982.54,11620.97,10982.54,11208.55
7/5/2019,2258,11203.1,11395.66,10874.96,10978.46
7/4/2019,2257,11972.72,12006.08,11166.57,11215.44
7/3/2019,2256,10818.16,11968.08,10818.16,11961.27
7/2/2019,2255,10588.68,10912.19,9737.88,10801.68
7/1/2019,2254,10796.93,11206.44,10089.31,10583.13
6/30/2019,2253,11931.99,12178.38,10799.01,10817.16
6/29/2019,2252,12400.76,12400.91,11508.38,11959.37
6/28/2019,2251,11162.17,12445.18,10914.49,12407.33
6/27/2019,2250,13017.12,13311.14,10491.85,11182.81
6/26/2019,2249,11778.58,13796.49,11755.6,13016.23
6/25/2019,2248,11007.2,11790.92,11007.2,11790.92
6/24/2019,2247,10853.74,11065.9,10610.43,11011.1
6/23/2019,2246,10696.69,11246.14,10556.1,10855.37
6/22/2019,2245,10175.92,11157.35,10107.04,10701.69
6/21/2019,2244,9525.07,10144.56,9525.07,10144.56
6/20/2019,2243,9273.06,9594.42,9232.48,9527.16
6/19/2019,2242,9078.73,9299.62,9070.4,9273.52
6/18/2019,2241,9335.47,9348.37,9004.9,9081.76
6/17/2019,2240,8988.92,9416.41,8988.92,9320.35
6/16/2019,2239,8841.44,9335.87,8814.56,8994.49
6/15/2019,2238,8689.75,8859.13,8618.4,8838.38
6/14/2019,2237,8230.9,8710.64,8183.39,8693.83
6/13/2019,2236,8145.55,8311.57,8087.06,8230.92
6/12/2019,2235,7925.43,8196.65,7862.36,8145.86
6/11/2019,2234,8004.24,8026.39,7772.8,7927.71
6/10/2019,2233,7692.28,8031.91,7586.73,8000.33
6/9/2019,2232,7949.67,7975.97,7583.22,7688.08
6/8/2019,2231,8036.77,8076.89,7837.61,7954.13
6/7/2019,2230,7826.9,8126.15,7788.37,8043.95
6/6/2019,2229,7819.63,7937.34,7571.47,7822.02
6/5/2019,2228,7704.34,7901.85,7668.67,7824.23
6/4/2019,2227,8210.99,8210.99,7564.49,7707.77
6/3/2019,2226,8741.75,8743.5,8204.19,8208.99
6/2/2019,2225,8565.47,8809.3,8561.24,8742.96
6/1/2019,2224,8573.84,8625.6,8481.58,8564.02
5/31/2019,2223,8320.29,8586.66,8172.55,8574.5
5/30/2019,2222,8661.76,9008.31,8221.27,8319.47
5/29/2019,2221,8718.59,8755.85,8482.73,8659.49
5/28/2019,2220,8802.76,8807.02,8634.72,8719.96
5/27/2019,2219,8674.07,8907.17,8668.7,8805.78
5/26/2019,2218,8055.21,8687.52,7924.67,8673.22
5/25/2019,2217,7991.89,8117.93,7965.98,8052.54
5/24/2019,2216,7881.7,8140.72,7824.45,7987.37
5/23/2019,2215,7677.27,7943.79,7533.2,7881.85
5/22/2019,2214,7956.29,7997.61,7615.99,7680.07
5/21/2019,2213,7977.97,8062.17,7843.34,7963.33
5/20/2019,2212,8196.92,8200.97,7678.78,7978.31
5/19/2019,2211,7267.96,8261.94,7267.96,8197.69
5/18/2019,2210,7341.66,7447.27,7251.5,7271.21
5/17/2019,2209,7886.93,7929.15,7038.12,7343.9
5/16/2019,2208,8194.5,8320.82,7729.61,7884.91
5/15/2019,2207,7989.37,8216.42,7899.11,8205.17
5/14/2019,2206,7807.88,8268.71,7696.39,7994.42
5/13/2019,2205,6971.18,8047.41,6898.28,7814.92
5/12/2019,2204,7203.51,7503.87,6815.77,6972.37
5/11/2019,2203,6379.67,7333,6375.7,7204.77
5/10/2019,2202,6175.82,6434.62,6161.52,6378.85
5/9/2019,2201,5982.32,6183.04,5982.32,6174.53
5/8/2019,2200,5849.48,5989.98,5794.72,5982.46
5/7/2019,2199,5745.6,5988.18,5741.4,5829.5
5/6/2019,2198,5791.69,5802.96,5653.69,5746.81
5/5/2019,2197,5831.07,5833.86,5708.04,5795.71
5/4/2019,2196,5769.2,5886.89,5645.47,5831.17
5/3/2019,2195,5505.55,5865.88,5490.2,5768.29
5/2/2019,2194,5402.42,5522.26,5394.22,5505.28
5/1/2019,2193,5350.91,5418,5347.65,5402.7
4/30/2019,2192,5247.73,5363.26,5224.19,5350.73
4/29/2019,2191,5284.86,5311.27,5216.49,5247.35
4/28/2019,2190,5271.75,5326.23,5255.68,5285.14
4/27/2019,2189,5279.47,5310.75,5233.64,5268.29
4/26/2019,2188,5210.3,5383.63,5177.37,5279.35
4/25/2019,2187,5466.52,5542.24,5181.34,5210.52
4/24/2019,2186,5571.51,5642.04,5418.26,5464.87
4/23/2019,2185,5399.37,5633.8,5389.41,5572.36
4/22/2019,2184,5312.49,5422.69,5280.28,5399.37
4/21/2019,2183,5335.88,5359.93,5257.34,5314.53
4/20/2019,2182,5304.16,5358.49,5295.88,5337.89
4/19/2019,2181,5298.15,5336.68,5233.34,5303.81
4/18/2019,2180,5251.48,5319.99,5250.51,5298.39
4/17/2019,2179,5236.14,5274.28,5219.21,5251.94
4/16/2019,2178,5066.58,5238.95,5055.19,5235.56
4/15/2019,2177,5167.32,5196.61,5024.07,5067.11
4/14/2019,2176,5095.76,5184.02,5053.57,5167.72
4/13/2019,2175,5088.85,5127.12,5061.59,5096.59
4/12/2019,2174,5061.2,5103.27,4955.85,5089.54
4/11/2019,2173,5325.08,5354.23,5017.3,5064.49
4/10/2019,2172,5204.11,5421.65,5193.38,5324.55
4/9/2019,2171,5289.92,5289.92,5167.42,5204.96
4/8/2019,2170,5199.84,5318.84,5148.21,5289.77
4/7/2019,2169,5062.79,5235.19,5050.41,5198.9
4/6/2019,2168,5036.79,5205.82,4992.22,5059.82
4/5/2019,2167,4922.81,5053.51,4919.49,5036.68
4/4/2019,2166,4971.31,5063.16,4836.79,4922.8
4/3/2019,2165,4879.96,5307,4876.62,4973.02
4/2/2019,2164,4156.92,4905.95,4155.32,4879.88
4/1/2019,2163,4105.36,4164.95,4096.9,4158.18
3/31/2019,2162,4105.46,4113.02,4094.1,4105.4
3/30/2019,2161,4092.14,4296.81,4053.91,4106.66
3/29/2019,2160,4068.3,4113.5,4034.1,4098.37
3/28/2019,2159,4087.58,4094.9,4040.27,4069.11
3/27/2019,2158,3984.24,4087.07,3977.81,4087.07
3/26/2019,2157,3969.23,3985.08,3944.75,3985.08
3/25/2019,2156,4024.11,4038.84,3934.03,3963.07
3/24/2019,2155,4035.16,4040.7,4006.19,4022.17
3/23/2019,2154,4022.71,4049.88,4015.96,4035.83
3/22/2019,2153,4028.51,4053.91,4021.54,4023.97
3/21/2019,2152,4083.95,4097.36,4005.15,4029.33
3/20/2019,2151,4070.79,4089.46,4031.11,4087.48
3/19/2019,2150,4032.69,4082.22,4023.81,4071.19
3/18/2019,2149,4029.97,4071.56,4009.12,4032.51
3/17/2019,2148,4047.72,4054.12,4006.41,4025.23
3/16/2019,2147,3963.9,4077.04,3961.66,4048.73
3/15/2019,2146,3926.66,3968.54,3914.02,3960.91
3/14/2019,2145,3905.58,3946.5,3901.3,3924.37
3/13/2019,2144,3913.05,3926.6,3891.9,3906.72
3/12/2019,2143,3903.76,3926.89,3863.56,3909.16
3/11/2019,2142,3953.74,3966.38,3889.24,3905.23
3/10/2019,2141,3966.17,3966.17,3924.38,3951.6
3/9/2019,2140,3894.55,3987.24,3892.39,3963.31
3/8/2019,2139,3913.23,3950.43,3875.23,3901.13
3/7/2019,2138,3903.38,3939.37,3894.11,3911.48
3/6/2019,2137,3897.08,3919.51,3871.46,3903.94
3/5/2019,2136,3759.83,3903.92,3745.18,3896.38
3/4/2019,2135,3845.09,3867.38,3733.75,3761.56
3/3/2019,2134,3862.27,3875.48,3836.91,3847.18
3/2/2019,2133,3855.32,3874.61,3832.13,3864.42
3/1/2019,2132,3853.76,3907.8,3851.69,3859.58
2/28/2019,2131,3848.26,3906.06,3845.82,3854.79
2/27/2019,2130,3857.48,3888.8,3787.06,3851.05
2/26/2019,2129,3878.7,3891.58,3837.99,3854.36
2/25/2019,2128,3807,3913.71,3807,3882.7
2/24/2019,2127,4145.46,4210.64,3793.71,3810.43
2/23/2019,2126,3998.92,4166.29,3968.73,4142.53
2/22/2019,2125,3952.41,4006.54,3950.82,4005.53
2/21/2019,2124,4000.26,4010.01,3940.11,3954.12
2/20/2019,2123,3946.68,4000.49,3926.25,3999.82
2/19/2019,2122,3911.66,4010.88,3908.15,3947.09
2/18/2019,2121,3671.37,3936.67,3669.98,3915.71
2/17/2019,2120,3633.36,3680.54,3619.18,3673.84
2/16/2019,2119,3615.27,3652.84,3615.27,3629.79
2/15/2019,2118,3617.37,3647.8,3608.21,3620.81
2/14/2019,2117,3631.17,3646.26,3607.7,3616.88
2/13/2019,2116,3653.6,3669.75,3617.25,3632.07
2/12/2019,2115,3642.75,3668.59,3618.56,3653.53
2/11/2019,2114,3695.61,3695.61,3642.29,3648.43
2/10/2019,2113,3673.2,3695.04,3640.98,3690.19
2/9/2019,2112,3671.59,3679.94,3646.56,3671.2
2/8/2019,2111,3401.38,3695.61,3391.02,3666.78
2/7/2019,2110,3414.93,3427.95,3394.22,3399.47
2/6/2019,2109,3469.09,3469.09,3398.57,3413.77
2/5/2019,2108,3454.95,3478.15,3451.94,3466.36
2/4/2019,2107,3467.21,3476.22,3442.59,3459.15
2/3/2019,2106,3516.14,3521.39,3447.92,3464.01
2/2/2019,2105,3484.63,3523.29,3467.57,3521.06
2/1/2019,2104,3460.55,3501.95,3431.59,3487.95
1/31/2019,2103,3485.41,3504.8,3447.92,3457.79
1/30/2019,2102,3443.9,3495.17,3429.39,3486.18
1/29/2019,2101,3468.87,3476.07,3400.82,3448.12
1/28/2019,2100,3584.28,3586.75,3439.23,3470.45
1/27/2019,2099,3604.69,3612.67,3567.25,3583.97
1/26/2019,2098,3599.72,3654.93,3593.35,3602.46
1/25/2019,2097,3607.39,3612.93,3575.6,3599.77
1/24/2019,2096,3584.5,3616.09,3569.09,3600.87
1/23/2019,2095,3605.56,3623.07,3565.31,3585.12
1/22/2019,2094,3575.08,3620.75,3539.72,3604.58
1/21/2019,2093,3600.37,3608.84,3558.54,3576.03
1/20/2019,2092,3725.45,3743.39,3583.02,3601.01
1/19/2019,2091,3652.38,3758.53,3652.38,3728.57
1/18/2019,2090,3677.99,3682.52,3637.08,3657.84
1/17/2019,2089,3651.87,3680.14,3621.96,3678.56
1/16/2019,2088,3631.51,3685.78,3624.67,3655.01
1/15/2019,2087,3704.22,3720.15,3619.95,3630.68
1/14/2019,2086,3557.31,3727.84,3552.29,3706.05
1/13/2019,2085,3658.87,3674.76,3544.93,3552.95
1/12/2019,2084,3686.97,3698.98,3653.81,3661.3
1/11/2019,2083,3674.02,3713.88,3653.07,3687.37
1/10/2019,2082,4034.41,4064.07,3659.17,3678.92
1/9/2019,2081,4031.55,4068.4,4022.66,4035.3
1/8/2019,2080,4028.47,4109.02,3996.96,4030.85
1/7/2019,2079,4078.59,4092.61,4020.89,4025.25
1/6/2019,2078,3836.52,4093.3,3826.51,4076.63
1/5/2019,2077,3851.97,3904.9,3836.9,3845.19
1/4/2019,2076,3832.04,3865.93,3783.85,3857.72
1/3/2019,2075,3931.05,3935.69,3826.22,3836.74
1/2/2019,2074,3849.22,3947.98,3817.41,3943.41
1/1/2019,2073,3746.71,3850.91,3707.23,3843.52
12/31/2018,2072,3866.84,3868.74,3725.87,3742.7
12/30/2018,2071,3822.38,3901.91,3797.22,3865.95
12/29/2018,2070,3932.49,3963.76,3820.41,3820.41
12/28/2018,2069,3653.13,3956.14,3642.63,3923.92
12/27/2018,2068,3854.69,3874.42,3645.45,3654.83
12/26/2018,2067,3819.67,3893.36,3769.86,3857.3
12/25/2018,2066,4081.03,4089.56,3760.02,3815.49
12/24/2018,2065,4000.33,4271.79,4000.33,4078.6
12/23/2018,2064,4020.99,4085.72,3976.41,3998.98
12/22/2018,2063,3898.08,4014.18,3855.74,4014.18
12/21/2018,2062,4133.7,4198.43,3850.95,3896.54
12/20/2018,2061,3742.2,4191.23,3728.97,4134.44
12/19/2018,2060,3706.82,3949.32,3687.23,3745.95
12/18/2018,2059,3544.76,3701.35,3487.17,3696.06
12/17/2018,2058,3253.12,3597.92,3253.12,3545.86
12/16/2018,2057,3236.27,3305.75,3233.82,3252.84
12/15/2018,2056,3244,3275.38,3191.3,3236.76
12/14/2018,2055,3311.75,3329.56,3206.54,3242.48
12/13/2018,2054,3487.88,3489.74,3298.13,3313.68
12/12/2018,2053,3421.46,3534.23,3413.48,3486.95
12/11/2018,2052,3497.55,3513.18,3392.25,3424.59
12/10/2018,2051,3612.05,3647.33,3470.14,3502.66
12/9/2018,2050,3473.23,3685.31,3469.09,3614.23
12/8/2018,2049,3421.91,3506.04,3350.65,3476.11
12/7/2018,2048,3512.59,3512.59,3280.23,3419.94
12/6/2018,2047,3754.07,3874.97,3521.1,3521.1
12/5/2018,2046,3958.89,3969.54,3753.99,3753.99
12/4/2018,2045,3886.29,4075.63,3832.75,3956.89
12/3/2018,2044,4147.32,4155.98,3840.45,3894.13
12/2/2018,2043,4200.73,4301.52,4110.98,4139.88
12/1/2018,2042,4024.46,4309.38,3969.71,4214.67
11/30/2018,2041,4289.09,4322.98,3942.82,4017.27
11/29/2018,2040,4269,4413.02,4145.77,4278.85
11/28/2018,2039,3822.47,4385.9,3822.47,4257.42
11/27/2018,2038,3765.95,3862.96,3661.01,3820.72
11/26/2018,2037,4015.07,4107.14,3643.92,3779.13
11/25/2018,2036,3880.78,4120.87,3585.06,4009.97
11/24/2018,2035,4347.69,4413.09,3795.16,3880.76
11/23/2018,2034,4360.7,4396.42,4195.68,4347.11
11/22/2018,2033,4611.57,4629.64,4365.64,4365.94
11/21/2018,2032,4465.54,4675.73,4343.98,4602.17
11/20/2018,2031,4863.93,4951.61,4272.11,4451.87
11/19/2018,2030,5620.78,5620.78,4842.91,4871.49
11/18/2018,2029,5559.74,5653.61,5559.74,5623.54
11/17/2018,2028,5578.58,5578.58,5519.56,5554.33
11/16/2018,2027,5645.32,5657.02,5498.94,5575.55
11/15/2018,2026,5736.15,5774.82,5358.38,5648.03
11/14/2018,2025,6351.24,6371.55,5544.09,5738.35
11/13/2018,2024,6373.19,6395.27,6342.67,6359.49
11/12/2018,2023,6411.76,6434.21,6360.47,6371.27
11/11/2018,2022,6413.63,6423.25,6350.17,6411.27
11/10/2018,2021,6386.13,6437.28,6385.31,6409.22
11/9/2018,2020,6442.6,6456.46,6373.37,6385.62
11/8/2018,2019,6522.27,6536.92,6438.53,6453.72
11/7/2018,2018,6468.5,6552.16,6468.31,6530.14
11/6/2018,2017,6433.38,6463.55,6408.16,6461.01
11/5/2018,2016,6363.62,6480.59,6363.62,6419.66
11/4/2018,2015,6365.47,6388.63,6294.57,6376.13
11/3/2018,2014,6387.24,6400.07,6342.37,6361.26
11/2/2018,2013,6378.92,6396.86,6327.38,6388.44
11/1/2018,2012,6318.14,6547.14,6311.83,6377.78
10/31/2018,2011,6336.99,6349.16,6316.88,6317.61
10/30/2018,2010,6337.04,6364.99,6310.14,6334.27
10/29/2018,2009,6492.35,6503.6,6306.99,6332.63
10/28/2018,2008,6482.66,6502.28,6447.91,6486.39
10/27/2018,2007,6480.84,6507.41,6453.53,6480.38
10/26/2018,2006,6468.44,6498.29,6449.61,6474.75
10/25/2018,2005,6484.65,6504.65,6447.03,6476.29
10/24/2018,2004,6478.89,6521.99,6468.86,6495.84
10/23/2018,2003,6472.36,6506.01,6451.27,6475.74
10/22/2018,2002,6486.05,6543.8,6462.98,6487.16
10/21/2018,2001,6490.09,6556.38,6476,6482.35
10/20/2018,2000,6460.92,6497.72,6449,6489.19
10/19/2018,1999,6478.07,6493.68,6445.31,6465.41
10/18/2018,1998,6542.33,6567.54,6450.04,6476.71
10/17/2018,1997,6590.52,6601.21,6517.45,6544.43
10/16/2018,1996,6601.41,6673.59,6571.37,6596.11
10/15/2018,1995,6292.64,6965.06,6258.68,6596.54
10/14/2018,1994,6288.49,6363.21,6280.15,6290.93
10/13/2018,1993,6278.08,6308.51,6259.81,6285.99
10/12/2018,1992,6239.25,6328.5,6236.47,6274.58
10/11/2018,1991,6586.74,6586.74,6243.74,6256.24
10/10/2018,1990,6640.29,6640.29,6538.96,6585.53
10/9/2018,1989,6653.08,6661.41,6606.94,6642.64
10/8/2018,1988,6600.19,6675.06,6576.04,6652.23
10/7/2018,1987,6590.68,6641.49,6557.04,6602.95
10/6/2018,1986,6622.45,6628.54,6577.8,6588.31
10/5/2018,1985,6574.15,6623.62,6557.41,6622.48
10/4/2018,1984,6497.91,6603.31,6497.91,6576.69
10/3/2018,1983,6553.86,6571.46,6454.03,6502.59
10/2/2018,1982,6593.24,6611.84,6537.9,6556.1
10/1/2018,1981,6619.85,6653.3,6549.08,6589.62
9/30/2018,1980,6604.71,6643.78,6566.54,6625.56
9/29/2018,1979,6643.1,6643.1,6511.65,6601.96
9/28/2018,1978,6678.75,6785.03,6598.32,6644.13
9/27/2018,1977,6495.29,6712.1,6464.95,6676.75
9/26/2018,1976,6452.79,6585.91,6397.89,6495
9/25/2018,1975,6603.64,6603.64,6381.86,6446.47
9/24/2018,1974,6704.77,6713.56,6580.9,6595.41
9/23/2018,1973,6715.32,6766.15,6679.42,6710.63
9/22/2018,1972,6735.05,6814.56,6616.8,6721.98
9/21/2018,1971,6513.87,6794.33,6496.36,6734.95
9/20/2018,1970,6398.85,6529.26,6395.95,6519.67
9/19/2018,1969,6371.85,6448.46,6208.34,6398.54
9/18/2018,1968,6280.91,6384.18,6265.71,6371.3
9/17/2018,1967,6514.06,6540.21,6257.52,6281.2
9/16/2018,1966,6536.68,6544.33,6460.1,6517.18
9/15/2018,1965,6509.4,6561.72,6493.55,6543.2
9/14/2018,1964,6515.41,6596.1,6456.17,6512.71
9/13/2018,1963,6354.24,6535.41,6354.24,6517.31
9/12/2018,1962,6317.01,6363.87,6265.09,6351.8
9/11/2018,1961,6331.88,6398.92,6260.21,6321.2
9/10/2018,1960,6301.57,6374.98,6292.76,6329.7
9/9/2018,1959,6223.38,6446.26,6201.22,6300.86
9/8/2018,1958,6460.17,6534.25,6197.52,6225.98
9/7/2018,1957,6528.92,6555.29,6396.87,6467.07
9/6/2018,1956,6755.14,6755.14,6404.72,6529.17
9/5/2018,1955,7361.46,7388.43,6792.83,6792.83
9/4/2018,1954,7263,7388.26,7255.44,7361.66
9/3/2018,1953,7279.03,7317.94,7208.15,7260.06
9/2/2018,1952,7189.58,7306.31,7132.16,7272.72
9/1/2018,1951,7044.81,7242.29,7038.05,7193.25
8/31/2018,1950,6973.97,7057.17,6920.16,7037.58
8/30/2018,1949,7043.76,7072.69,6834.69,6978.23
8/29/2018,1948,7091.71,7113.3,6970.82,7047.16
8/28/2018,1947,6891.08,7109.56,6882.34,7096.28
8/27/2018,1946,6710.8,6884.64,6689.71,6884.64
8/26/2018,1945,6754.64,6774.75,6620.75,6707.26
8/25/2018,1944,6719.95,6789.63,6700.96,6763.19
8/24/2018,1943,6551.52,6719.96,6498.64,6719.96
8/23/2018,1942,6371.34,6546.54,6371.34,6534.88
8/22/2018,1941,6486.25,6816.79,6310.11,6376.71
8/21/2018,1940,6301.07,6500.87,6298.24,6488.76
8/20/2018,1939,6500.51,6536.92,6297.93,6308.53
8/19/2018,1938,6422.57,6537.98,6361.55,6506.07
8/18/2018,1937,6583.43,6617.35,6353.73,6423.76
8/17/2018,1936,6340.91,6582.5,6324.97,6580.63
8/16/2018,1935,6294.23,6473.5,6276.41,6334.73
8/15/2018,1934,6221.42,6588.49,6221.42,6308.52
8/14/2018,1933,6287.66,6287.94,5971.05,6199.71
8/13/2018,1932,6341.36,6537.05,6225.72,6297.57
8/12/2018,1931,6283.65,6409.85,6237.5,6322.69
8/11/2018,1930,6185.79,6455.74,6109.03,6295.73
8/10/2018,1929,6571.42,6591.26,6124.52,6184.71
8/9/2018,1928,6305.56,6625.73,6249.07,6568.23
8/8/2018,1927,6746.85,6746.85,6226.22,6305.8
8/7/2018,1926,6958.32,7146.56,6748.24,6753.12
8/6/2018,1925,7062.94,7166.55,6890.54,6951.8
8/5/2018,1924,7031.08,7102.77,6940.7,7068.48
8/4/2018,1923,7438.67,7497.49,6984.07,7032.85
8/3/2018,1922,7562.14,7562.14,7328.65,7434.39
8/2/2018,1921,7634.19,7712.77,7523.44,7567.15
8/1/2018,1920,7769.04,7769.04,7504.95,7624.91
7/31/2018,1919,8181.2,8181.53,7696.93,7780.44
7/30/2018,1918,8221.58,8235.5,7917.5,8180.48
7/29/2018,1917,8205.82,8272.26,8141.18,8218.46
7/28/2018,1916,8169.06,8222.85,8110.77,8192.15
7/27/2018,1915,7950.4,8262.66,7839.76,8165.01
7/26/2018,1914,8176.85,8290.33,7878.71,7951.58
7/25/2018,1913,8379.66,8416.87,8086.36,8181.39
7/24/2018,1912,7716.51,8424.27,7705.5,8424.27
7/23/2018,1911,7414.71,7771.5,7409.1,7711.11
7/22/2018,1910,7417.8,7537.95,7383.82,7418.49
7/21/2018,1909,7352.72,7437.64,7262.41,7419.29
7/20/2018,1908,7467.4,7594.67,7323.26,7354.13
7/19/2018,1907,7378.2,7494.46,7295.46,7466.86
7/18/2018,1906,7315.32,7534.99,7280.47,7370.78
7/17/2018,1905,6739.65,7387.24,6684.17,7321.04
