Date,t,Open,High,Low,Close,,
9/13/2019,722,1.71,1.71,1.53,1.58,,
9/12/2019,721,1.74,1.75,1.68,1.71,,
9/11/2019,720,1.8,1.83,1.72,1.73,,
9/10/2019,719,1.79,1.83,1.79,1.8,,
9/9/2019,718,1.83,1.87,1.77,1.8,,
9/8/2019,717,1.78,1.9,1.78,1.83,,
9/7/2019,716,1.73,1.81,1.72,1.78,,
9/6/2019,715,1.8,1.82,1.71,1.73,,
9/5/2019,714,1.78,1.86,1.77,1.8,,
9/4/2019,713,1.85,1.86,1.75,1.79,,
9/3/2019,712,1.83,1.93,1.82,1.85,,
9/2/2019,711,1.77,1.89,1.74,1.83,,
9/1/2019,710,1.79,1.8,1.73,1.78,,
8/31/2019,709,1.8,1.85,1.75,1.79,,
8/30/2019,708,1.78,1.89,1.75,1.81,,
8/29/2019,707,1.9,1.9,1.75,1.78,,
8/28/2019,706,2.11,2.11,1.89,1.9,,
8/27/2019,705,2.08,2.16,2.03,2.11,,
8/26/2019,704,2.09,2.16,2.06,2.08,,
8/25/2019,703,2.18,2.19,2.04,2.09,,
8/24/2019,702,2.25,2.26,2.17,2.19,,
8/23/2019,701,2.23,2.31,2.19,2.25,,
8/22/2019,700,2.22,2.29,2.16,2.23,,
8/21/2019,699,2.38,2.39,2.17,2.22,,
8/20/2019,698,2.5,2.54,2.36,2.38,,
8/19/2019,697,2.5,2.59,2.45,2.51,,
8/18/2019,696,2.39,2.55,2.37,2.5,,
8/17/2019,695,2.32,2.4,2.31,2.39,,
8/16/2019,694,2.41,2.44,2.25,2.32,,
8/15/2019,693,2.28,2.43,2.22,2.41,,
8/14/2019,692,2.41,2.56,2.21,2.27,,
8/13/2019,691,2.38,2.44,2.32,2.41,,
8/12/2019,690,2.41,2.46,2.35,2.38,,
8/11/2019,689,2.32,2.47,2.28,2.4,,
8/10/2019,688,2.18,2.38,2.15,2.32,,
8/9/2019,687,2.29,2.3,2.17,2.18,,
8/8/2019,686,2.4,2.4,2.29,2.29,,
8/7/2019,685,2.46,2.49,2.37,2.39,,
8/6/2019,684,2.48,2.52,2.35,2.46,,
8/5/2019,683,2.5,2.63,2.48,2.48,,
8/4/2019,682,2.42,2.6,2.42,2.5,,
8/3/2019,681,2.4,2.72,2.34,2.43,,
8/2/2019,680,2.18,2.45,2.15,2.4,,
8/1/2019,679,2.2,2.23,2.12,2.18,,
7/31/2019,678,2.09,2.22,2.08,2.2,,
7/30/2019,677,2.14,2.18,2.01,2.09,,
7/29/2019,676,2.22,2.24,2.13,2.14,,
7/28/2019,675,2.26,2.29,2.13,2.22,,
7/27/2019,674,2.4,2.46,2.23,2.26,,
7/26/2019,673,2.38,2.43,2.35,2.4,,
7/25/2019,672,2.41,2.52,2.38,2.38,,
7/24/2019,671,2.37,2.46,2.3,2.41,,
7/23/2019,670,2.42,2.5,2.26,2.37,,
7/22/2019,669,2.55,2.59,2.4,2.43,,
7/21/2019,668,2.64,2.67,2.5,2.55,,
7/20/2019,667,2.61,2.72,2.6,2.64,,
7/19/2019,666,2.68,2.75,2.52,2.61,,
7/18/2019,665,2.38,2.79,2.35,2.68,,
7/17/2019,664,2.19,2.57,2.07,2.38,,
7/16/2019,663,2.73,2.77,2.18,2.2,,
7/15/2019,662,2.79,2.84,2.6,2.73,,
7/14/2019,661,3.17,3.24,2.78,2.79,,
7/13/2019,660,3.18,3.27,3.05,3.17,,
7/12/2019,659,2.83,3.27,2.67,3.17,,
7/11/2019,658,3.12,3.14,2.78,2.83,,
7/10/2019,657,3.11,3.22,2.88,3.12,,
7/9/2019,656,3.34,3.38,2.98,3.11,,
7/8/2019,655,3.31,3.55,3.27,3.34,,
7/7/2019,654,3.48,3.51,3.28,3.31,,
7/6/2019,653,3.63,3.63,3.46,3.48,,
7/5/2019,652,3.48,3.7,3.45,3.62,,
7/4/2019,651,3.53,3.62,3.31,3.48,,
7/3/2019,650,3.65,3.79,3.53,3.53,,
7/2/2019,649,3.59,3.82,3.23,3.65,,
7/1/2019,648,3.45,3.76,2.95,3.59,,
6/30/2019,647,3.71,4.09,3.39,3.45,,
6/29/2019,646,2.96,4.54,2.9,3.7,,
6/28/2019,645,2.27,2.98,2.17,2.96,,
6/27/2019,644,2.26,2.52,2.07,2.27,,
6/26/2019,643,2.19,2.42,2.01,2.26,,
6/25/2019,642,1.86,2.41,1.86,2.19,,
6/24/2019,641,1.8,1.88,1.79,1.86,,
6/23/2019,640,1.84,1.9,1.76,1.8,,
6/22/2019,639,1.69,1.93,1.69,1.84,,
6/21/2019,638,1.77,1.79,1.62,1.7,,
6/20/2019,637,1.84,1.88,1.69,1.77,,
6/19/2019,636,1.82,1.9,1.8,1.84,,
6/18/2019,635,1.97,2.02,1.77,1.82,,
6/17/2019,634,1.67,2.03,1.67,1.97,,
6/16/2019,633,1.72,1.78,1.62,1.67,,
6/15/2019,632,1.68,1.79,1.63,1.72,,
6/14/2019,631,1.85,1.88,1.47,1.68,,
6/13/2019,630,1.14,1.95,1.13,1.85,,
6/12/2019,629,1.14,1.16,1.11,1.14,,
6/11/2019,628,1.19,1.19,1.1,1.14,,
6/10/2019,627,1.07,1.19,1.06,1.19,,
6/9/2019,626,1.15,1.16,1.04,1.07,,
6/8/2019,625,1.18,1.2,1.14,1.15,,
6/7/2019,624,1.11,1.24,1.08,1.18,,
6/6/2019,623,1.08,1.24,1.06,1.12,,
6/5/2019,622,0.88,1.08,0.88,1.08,,
6/4/2019,621,0.91,0.93,0.86,0.88,,
6/3/2019,620,1.01,1.01,0.9,0.91,,
6/2/2019,619,0.97,1.04,0.95,1.01,,
6/1/2019,618,1.02,1.05,0.96,0.97,,
5/31/2019,617,1.02,1.05,0.96,1.02,,
5/30/2019,616,1.18,1.22,0.97,1.02,,
5/29/2019,615,1.28,1.28,1.16,1.18,,
5/28/2019,614,1.21,1.33,1.15,1.28,,
5/27/2019,613,1.09,1.27,1.09,1.21,,
5/26/2019,612,1.13,1.18,1.04,1.09,,
5/25/2019,611,1.34,1.34,1.11,1.13,,
5/24/2019,610,1.34,1.42,1.24,1.34,,
5/23/2019,609,1.22,1.36,1.17,1.34,,
5/22/2019,608,1.18,1.47,1.16,1.22,,
5/21/2019,607,1.12,1.23,1.07,1.19,,
5/20/2019,606,0.99,1.13,0.95,1.13,,
5/19/2019,605,0.94,1.04,0.93,0.99,,
5/18/2019,604,0.89,0.96,0.86,0.93,,
5/17/2019,603,0.93,0.98,0.82,0.89,,
5/16/2019,602,0.84,0.94,0.77,0.93,,
5/15/2019,601,0.83,0.88,0.79,0.85,,
5/14/2019,600,0.65,0.92,0.64,0.82,,
5/13/2019,599,0.66,0.68,0.64,0.65,,
5/12/2019,598,0.68,0.7,0.63,0.66,,
5/11/2019,597,0.67,0.73,0.65,0.68,,
5/10/2019,596,0.64,0.72,0.64,0.67,,
5/9/2019,595,0.59,0.7,0.59,0.64,,
5/8/2019,594,0.54,0.61,0.53,0.59,,
5/7/2019,593,0.58,0.61,0.54,0.54,,
5/6/2019,592,0.51,0.58,0.49,0.58,,
5/5/2019,591,0.5,0.52,0.49,0.51,,
5/4/2019,590,0.51,0.51,0.48,0.5,,
5/3/2019,589,0.46,0.52,0.46,0.51,,
5/2/2019,588,0.48,0.48,0.46,0.46,,
5/1/2019,587,0.47,0.49,0.47,0.48,,
4/30/2019,586,0.43,0.47,0.43,0.47,,
4/29/2019,585,0.45,0.45,0.43,0.43,,
4/28/2019,584,0.44,0.46,0.44,0.45,,
4/27/2019,583,0.44,0.46,0.43,0.44,,
4/26/2019,582,0.45,0.46,0.43,0.44,,
4/25/2019,581,0.48,0.5,0.44,0.45,,
4/24/2019,580,0.48,0.48,0.45,0.48,,
4/23/2019,579,0.5,0.5,0.48,0.48,,
4/22/2019,578,0.5,0.52,0.49,0.5,,
4/21/2019,577,0.52,0.52,0.48,0.5,,
4/20/2019,576,0.51,0.53,0.51,0.52,,
4/19/2019,575,0.52,0.54,0.51,0.51,,
4/18/2019,574,0.5,0.52,0.5,0.52,,
4/17/2019,573,0.5,0.51,0.49,0.5,,
4/16/2019,572,0.49,0.52,0.49,0.5,,
4/15/2019,571,0.53,0.53,0.49,0.49,,
4/14/2019,570,0.54,0.55,0.51,0.53,,
4/13/2019,569,0.5,0.54,0.49,0.54,,
4/12/2019,568,0.49,0.52,0.46,0.5,,
4/11/2019,567,0.52,0.52,0.46,0.49,,
4/10/2019,566,0.53,0.54,0.52,0.52,,
4/9/2019,565,0.57,0.57,0.53,0.53,,
4/8/2019,564,0.58,0.59,0.55,0.57,,
4/7/2019,563,0.57,0.59,0.57,0.58,,
4/6/2019,562,0.58,0.59,0.56,0.57,,
4/5/2019,561,0.54,0.58,0.54,0.58,,
4/4/2019,560,0.56,0.58,0.52,0.54,,
4/3/2019,559,0.58,0.61,0.55,0.57,,
4/2/2019,558,0.56,0.6,0.54,0.58,,
4/1/2019,557,0.51,0.56,0.5,0.56,,
3/31/2019,556,0.49,0.54,0.49,0.51,,
3/30/2019,555,0.5,0.52,0.48,0.49,,
3/29/2019,554,0.5,0.5,0.49,0.5,,
3/28/2019,553,0.5,0.52,0.49,0.5,,
3/27/2019,552,0.46,0.5,0.46,0.5,,
3/26/2019,551,0.48,0.48,0.45,0.46,,
3/25/2019,550,0.46,0.49,0.45,0.48,,
3/24/2019,549,0.46,0.46,0.45,0.46,,
3/23/2019,548,0.47,0.47,0.46,0.46,,
3/22/2019,547,0.46,0.47,0.45,0.47,,
3/21/2019,546,0.49,0.49,0.45,0.46,,
3/20/2019,545,0.49,0.49,0.48,0.49,,
3/19/2019,544,0.48,0.49,0.47,0.49,,
3/18/2019,543,0.48,0.49,0.47,0.48,,
3/17/2019,542,0.49,0.49,0.48,0.48,,
3/16/2019,541,0.49,0.5,0.48,0.49,,
3/15/2019,540,0.49,0.5,0.49,0.49,,
3/14/2019,539,0.48,0.5,0.48,0.49,,
3/13/2019,538,0.49,0.49,0.47,0.48,,
3/12/2019,537,0.47,0.51,0.46,0.49,,
3/11/2019,536,0.5,0.51,0.46,0.47,,
3/10/2019,535,0.48,0.55,0.47,0.5,,
3/9/2019,534,0.47,0.48,0.46,0.48,,
3/8/2019,533,0.46,0.51,0.46,0.47,,
3/7/2019,532,0.43,0.48,0.43,0.46,,
3/6/2019,531,0.43,0.44,0.42,0.43,,
3/5/2019,530,0.41,0.43,0.41,0.43,,
3/4/2019,529,0.42,0.43,0.4,0.41,,
3/3/2019,528,0.43,0.43,0.42,0.42,,
3/2/2019,527,0.43,0.44,0.42,0.43,,
3/1/2019,526,0.43,0.44,0.42,0.43,,
2/28/2019,525,0.43,0.45,0.42,0.43,,
2/27/2019,524,0.44,0.45,0.42,0.43,,
2/26/2019,523,0.47,0.48,0.44,0.44,,
2/25/2019,522,0.41,0.47,0.41,0.47,,
2/24/2019,521,0.46,0.46,0.4,0.41,,
2/23/2019,520,0.45,0.46,0.45,0.46,,
2/22/2019,519,0.44,0.46,0.44,0.45,,
2/21/2019,518,0.47,0.48,0.44,0.45,,
2/20/2019,517,0.46,0.47,0.45,0.47,,
2/19/2019,516,0.47,0.48,0.46,0.46,,
2/18/2019,515,0.46,0.48,0.45,0.47,,
2/17/2019,514,0.44,0.47,0.43,0.46,,
2/16/2019,513,0.43,0.44,0.43,0.44,,
2/15/2019,512,0.43,0.44,0.42,0.43,,
2/14/2019,511,0.44,0.45,0.42,0.43,,
2/13/2019,510,0.43,0.44,0.42,0.44,,
2/12/2019,509,0.43,0.43,0.42,0.43,,
2/11/2019,508,0.45,0.45,0.42,0.43,,
2/10/2019,507,0.46,0.48,0.44,0.45,,
2/9/2019,506,0.44,0.48,0.43,0.46,,
2/8/2019,505,0.4,0.44,0.4,0.44,,
2/7/2019,504,0.4,0.41,0.39,0.4,,
2/6/2019,503,0.42,0.42,0.39,0.4,,
2/5/2019,502,0.39,0.43,0.39,0.42,,
2/4/2019,501,0.4,0.41,0.39,0.39,,
2/3/2019,500,0.42,0.42,0.39,0.4,,
2/2/2019,499,0.42,0.43,0.4,0.41,,
2/1/2019,498,0.39,0.43,0.38,0.42,,
1/31/2019,497,0.43,0.44,0.39,0.39,,
1/30/2019,496,0.45,0.45,0.42,0.43,,
1/29/2019,495,0.41,0.46,0.41,0.46,,
1/28/2019,494,0.43,0.43,0.36,0.41,,
1/27/2019,493,0.47,0.47,0.43,0.43,,
1/26/2019,492,0.48,0.49,0.47,0.47,,
1/25/2019,491,0.51,0.52,0.48,0.48,,
1/24/2019,490,0.51,0.51,0.48,0.5,,
1/23/2019,489,0.54,0.55,0.51,0.51,,
1/22/2019,488,0.5,0.57,0.5,0.54,,
1/21/2019,487,0.49,0.52,0.48,0.5,,
1/20/2019,486,0.49,0.5,0.47,0.49,,
1/19/2019,485,0.5,0.5,0.48,0.49,,
1/18/2019,484,0.48,0.51,0.47,0.5,,
1/17/2019,483,0.5,0.5,0.47,0.48,,
1/16/2019,482,0.52,0.54,0.48,0.5,,
1/15/2019,481,0.49,0.56,0.47,0.52,,
1/14/2019,480,0.44,0.5,0.42,0.49,,
1/13/2019,479,0.41,0.45,0.38,0.44,,
1/12/2019,478,0.44,0.47,0.41,0.41,,
1/11/2019,477,0.36,0.46,0.35,0.44,,
1/10/2019,476,0.4,0.41,0.35,0.35,,
1/9/2019,475,0.43,0.44,0.4,0.4,,
1/8/2019,474,0.38,0.42,0.37,0.42,,
1/7/2019,473,0.4,0.41,0.37,0.38,,
1/6/2019,472,0.4,0.4,0.37,0.4,,
1/5/2019,471,0.44,0.44,0.39,0.4,,
1/4/2019,470,0.37,0.45,0.37,0.44,,
1/3/2019,469,0.32,0.37,0.32,0.37,,
1/2/2019,468,0.3,0.32,0.3,0.32,,
1/1/2019,467,0.29,0.3,0.29,0.3,,
12/31/2018,466,0.3,0.3,0.29,0.29,,
12/30/2018,465,0.3,0.31,0.3,0.3,,
12/29/2018,464,0.3,0.32,0.29,0.3,,
12/28/2018,463,0.28,0.3,0.26,0.3,,
12/27/2018,462,0.31,0.31,0.27,0.28,,
12/26/2018,461,0.32,0.32,0.3,0.31,,
12/25/2018,460,0.31,0.32,0.29,0.32,,
12/24/2018,459,0.31,0.33,0.3,0.31,,
12/23/2018,458,0.31,0.32,0.3,0.31,,
12/22/2018,457,0.3,0.31,0.29,0.31,,
12/21/2018,456,0.34,0.34,0.29,0.3,,
12/20/2018,455,0.3,0.35,0.29,0.34,,
12/19/2018,454,0.27,0.31,0.26,0.3,,
12/18/2018,453,0.23,0.27,0.23,0.27,,
12/17/2018,452,0.2,0.24,0.2,0.23,,
12/16/2018,451,0.2,0.22,0.2,0.21,,
12/15/2018,450,0.2,0.21,0.2,0.2,,
12/14/2018,449,0.21,0.21,0.2,0.2,,
12/13/2018,448,0.23,0.23,0.2,0.21,,
12/12/2018,447,0.22,0.24,0.22,0.23,,
12/11/2018,446,0.22,0.23,0.21,0.22,,
12/10/2018,445,0.24,0.24,0.22,0.22,,
12/9/2018,444,0.23,0.25,0.22,0.24,,
12/8/2018,443,0.22,0.24,0.21,0.23,,
12/7/2018,442,0.22,0.22,0.2,0.22,,
12/6/2018,441,0.26,0.27,0.22,0.22,,
12/5/2018,440,0.29,0.29,0.26,0.26,,
12/4/2018,439,0.29,0.31,0.28,0.29,,
12/3/2018,438,0.32,0.32,0.28,0.29,,
12/2/2018,437,0.33,0.34,0.32,0.32,,
12/1/2018,436,0.32,0.34,0.32,0.33,,
11/30/2018,435,0.34,0.39,0.31,0.32,,
11/29/2018,434,0.33,0.38,0.32,0.34,,
11/28/2018,433,0.29,0.35,0.29,0.33,,
11/27/2018,432,0.28,0.31,0.27,0.29,,
11/26/2018,431,0.26,0.28,0.24,0.28,,
11/25/2018,430,0.28,0.28,0.24,0.26,,
11/24/2018,429,0.33,0.34,0.26,0.28,,
11/23/2018,428,0.34,0.35,0.32,0.33,,
11/22/2018,427,0.37,0.38,0.34,0.34,,
11/21/2018,426,0.34,0.38,0.32,0.37,,
11/20/2018,425,0.41,0.42,0.32,0.34,,
11/19/2018,424,0.53,0.53,0.39,0.41,,
11/18/2018,423,0.49,0.53,0.48,0.52,,
11/17/2018,422,0.51,0.52,0.48,0.49,,
11/16/2018,421,0.54,0.54,0.51,0.51,,
11/15/2018,420,0.55,0.56,0.49,0.54,,
11/14/2018,419,0.58,0.61,0.49,0.55,,
11/13/2018,418,0.56,0.62,0.55,0.58,,
11/12/2018,417,0.51,0.57,0.5,0.56,,
11/11/2018,416,0.52,0.53,0.5,0.51,,
11/10/2018,415,0.49,0.53,0.49,0.52,,
11/9/2018,414,0.49,0.5,0.48,0.49,,
11/8/2018,413,0.48,0.52,0.48,0.5,,
11/7/2018,412,0.48,0.49,0.47,0.48,,
11/6/2018,411,0.48,0.49,0.46,0.48,,
11/5/2018,410,0.5,0.51,0.48,0.48,,
11/4/2018,409,0.54,0.54,0.49,0.5,,
11/3/2018,408,0.5,0.55,0.5,0.54,,
11/2/2018,407,0.52,0.52,0.5,0.5,,
11/1/2018,406,0.51,0.58,0.5,0.51,,
10/31/2018,405,0.45,0.53,0.44,0.51,,
10/30/2018,404,0.42,0.46,0.42,0.45,,
10/29/2018,403,0.44,0.44,0.4,0.42,,
10/28/2018,402,0.44,0.45,0.43,0.44,,
10/27/2018,401,0.43,0.46,0.42,0.44,,
10/26/2018,400,0.44,0.45,0.41,0.43,,
10/25/2018,399,0.41,0.44,0.4,0.44,,
10/24/2018,398,0.44,0.44,0.41,0.41,,
10/23/2018,397,0.39,0.48,0.39,0.44,,
10/22/2018,396,0.37,0.39,0.36,0.39,,
10/21/2018,395,0.37,0.38,0.37,0.37,,
10/20/2018,394,0.36,0.37,0.36,0.37,,
10/19/2018,393,0.38,0.38,0.36,0.36,,
10/18/2018,392,0.38,0.4,0.37,0.38,,
10/17/2018,391,0.36,0.38,0.35,0.38,,
10/16/2018,390,0.34,0.37,0.34,0.36,,
10/15/2018,389,0.33,0.35,0.32,0.34,,
10/14/2018,388,0.32,0.33,0.32,0.33,,
10/13/2018,387,0.31,0.32,0.31,0.32,,
10/12/2018,386,0.3,0.31,0.3,0.31,,
10/11/2018,385,0.35,0.35,0.3,0.3,,
10/10/2018,384,0.34,0.36,0.33,0.35,,
10/9/2018,383,0.34,0.34,0.33,0.34,,
10/8/2018,382,0.34,0.35,0.33,0.34,,
10/7/2018,381,0.34,0.34,0.33,0.34,,
10/6/2018,380,0.36,0.38,0.33,0.34,,
10/5/2018,379,0.32,0.37,0.32,0.36,,
10/4/2018,378,0.31,0.32,0.31,0.32,,
10/3/2018,377,0.32,0.32,0.31,0.31,,
10/2/2018,376,0.32,0.33,0.32,0.32,,
10/1/2018,375,0.33,0.33,0.32,0.33,,
9/30/2018,374,0.33,0.33,0.32,0.33,,
9/29/2018,373,0.33,0.33,0.33,0.33,,
9/28/2018,372,0.35,0.35,0.33,0.34,,
9/27/2018,371,0.34,0.35,0.33,0.35,,
9/26/2018,370,0.33,0.38,0.32,0.35,,
9/25/2018,369,0.33,0.35,0.32,0.33,,
9/24/2018,368,0.34,0.35,0.33,0.33,,
9/23/2018,367,0.34,0.35,0.33,0.34,,
9/22/2018,366,0.35,0.35,0.32,0.34,,
9/21/2018,365,0.35,0.37,0.34,0.35,,
9/20/2018,364,0.33,0.42,0.33,0.36,,
9/19/2018,363,0.29,0.34,0.29,0.33,,
9/18/2018,362,0.27,0.31,0.27,0.29,,
9/17/2018,361,0.27,0.28,0.26,0.27,,
9/16/2018,360,0.27,0.28,0.26,0.27,,
9/15/2018,359,0.27,0.28,0.27,0.27,,
9/14/2018,358,0.27,0.27,0.26,0.27,,
9/13/2018,357,0.25,0.28,0.25,0.27,,
9/12/2018,356,0.26,0.27,0.25,0.25,,
9/11/2018,355,0.25,0.27,0.24,0.26,,
9/10/2018,354,0.24,0.25,0.24,0.25,,
9/9/2018,353,0.24,0.26,0.23,0.24,,
9/8/2018,352,0.26,0.28,0.24,0.24,,
9/7/2018,351,0.27,0.29,0.26,0.26,,
9/6/2018,350,0.27,0.28,0.25,0.27,,
9/5/2018,349,0.3,0.3,0.27,0.27,,
9/4/2018,348,0.31,0.31,0.29,0.3,,
9/3/2018,347,0.31,0.31,0.29,0.3,,
9/2/2018,346,0.33,0.34,0.3,0.31,,
9/1/2018,345,0.33,0.33,0.32,0.33,,
8/31/2018,344,0.31,0.33,0.3,0.33,,
8/30/2018,343,0.31,0.31,0.29,0.31,,
8/29/2018,342,0.34,0.34,0.31,0.31,,
8/28/2018,341,0.34,0.34,0.33,0.34,,
8/27/2018,340,0.33,0.34,0.32,0.34,,
8/26/2018,339,0.32,0.34,0.31,0.33,,
8/25/2018,338,0.34,0.34,0.32,0.32,,
8/24/2018,337,0.32,0.34,0.31,0.34,,
8/23/2018,336,0.31,0.32,0.3,0.32,,
8/22/2018,335,0.31,0.35,0.3,0.31,,
8/21/2018,334,0.29,0.33,0.29,0.31,,
8/20/2018,333,0.3,0.31,0.29,0.29,,
8/19/2018,332,0.28,0.31,0.27,0.3,,
8/18/2018,331,0.29,0.3,0.26,0.27,,
8/17/2018,330,0.27,0.29,0.27,0.29,,
8/16/2018,329,0.26,0.28,0.25,0.27,,
8/15/2018,328,0.27,0.28,0.26,0.26,,
8/14/2018,327,0.26,0.27,0.23,0.27,,
8/13/2018,326,0.28,0.3,0.26,0.26,,
8/12/2018,325,0.27,0.29,0.26,0.28,,
8/11/2018,324,0.27,0.28,0.24,0.27,,
8/10/2018,323,0.28,0.31,0.27,0.27,,
8/9/2018,322,0.23,0.3,0.23,0.28,,
8/8/2018,321,0.23,0.24,0.22,0.23,,
8/7/2018,320,0.23,0.26,0.23,0.23,,
8/6/2018,319,0.25,0.26,0.23,0.24,,
8/5/2018,318,0.26,0.26,0.24,0.25,,
8/4/2018,317,0.29,0.29,0.25,0.26,,
8/3/2018,316,0.31,0.31,0.27,0.28,,
8/2/2018,315,0.29,0.32,0.29,0.31,,
8/1/2018,314,0.3,0.31,0.27,0.29,,
7/31/2018,313,0.31,0.31,0.26,0.29,,
7/30/2018,312,0.33,0.36,0.29,0.32,,
7/29/2018,311,0.28,0.35,0.28,0.33,,
7/28/2018,310,0.27,0.29,0.25,0.28,,
7/27/2018,309,0.25,0.28,0.25,0.27,,
7/26/2018,308,0.25,0.28,0.24,0.25,,
7/25/2018,307,0.2,0.26,0.2,0.24,,
7/24/2018,306,0.2,0.21,0.18,0.2,,
7/23/2018,305,0.2,0.21,0.2,0.2,,
7/22/2018,304,0.22,0.22,0.2,0.2,,
7/21/2018,303,0.22,0.22,0.2,0.22,,
7/20/2018,302,0.23,0.24,0.21,0.22,,
7/19/2018,301,0.24,0.24,0.23,0.23,,
7/18/2018,300,0.25,0.26,0.23,0.24,,
7/17/2018,299,0.22,0.25,0.22,0.25,,
7/16/2018,298,0.2,0.22,0.19,0.22,,
7/15/2018,297,0.2,0.2,0.19,0.2,,
7/14/2018,296,0.2,0.2,0.19,0.19,,
7/13/2018,295,0.2,0.22,0.2,0.2,,
7/12/2018,294,0.21,0.21,0.19,0.2,,
7/11/2018,293,0.21,0.22,0.2,0.21,,
7/10/2018,292,0.24,0.24,0.21,0.21,,
7/9/2018,291,0.25,0.25,0.23,0.24,,
7/8/2018,290,0.25,0.25,0.24,0.25,,
7/7/2018,289,0.23,0.26,0.23,0.25,,
7/6/2018,288,0.22,0.23,0.22,0.23,,
7/5/2018,287,0.23,0.24,0.22,0.22,,
7/4/2018,286,0.24,0.25,0.23,0.23,,
7/3/2018,285,0.25,0.26,0.24,0.24,,
7/2/2018,284,0.22,0.25,0.21,0.25,,
7/1/2018,283,0.23,0.23,0.21,0.22,,
6/30/2018,282,0.18,0.23,0.18,0.23,,
6/29/2018,281,0.17,0.18,0.16,0.18,,
6/28/2018,280,0.17,0.18,0.16,0.17,,
6/27/2018,279,0.17,0.18,0.17,0.17,,
6/26/2018,278,0.18,0.19,0.17,0.17,,
6/25/2018,277,0.19,0.19,0.18,0.18,,
6/24/2018,276,0.19,0.19,0.17,0.19,,
6/23/2018,275,0.19,0.2,0.18,0.19,,
6/22/2018,274,0.21,0.21,0.18,0.19,,
6/21/2018,273,0.22,0.23,0.21,0.21,,
6/20/2018,272,0.22,0.24,0.21,0.23,,
6/19/2018,271,0.21,0.22,0.21,0.22,,
6/18/2018,270,0.21,0.22,0.2,0.21,,
6/17/2018,269,0.22,0.23,0.21,0.21,,
6/16/2018,268,0.22,0.23,0.21,0.22,,
6/15/2018,267,0.24,0.24,0.22,0.22,,
6/14/2018,266,0.21,0.25,0.21,0.24,,
6/13/2018,265,0.23,0.23,0.2,0.21,,
6/12/2018,264,0.26,0.27,0.23,0.23,,
6/11/2018,263,0.24,0.26,0.24,0.26,,
6/10/2018,262,0.3,0.3,0.24,0.24,,
6/9/2018,261,0.3,0.31,0.29,0.3,,
6/8/2018,260,0.31,0.32,0.29,0.29,,
6/7/2018,259,0.33,0.33,0.3,0.31,,
6/6/2018,258,0.34,0.34,0.32,0.33,,
6/5/2018,257,0.34,0.34,0.32,0.34,,
6/4/2018,256,0.36,0.36,0.33,0.34,,
6/3/2018,255,0.37,0.37,0.36,0.36,,
6/2/2018,254,0.35,0.37,0.35,0.37,,
6/1/2018,253,0.34,0.36,0.34,0.35,,
5/31/2018,252,0.34,0.35,0.33,0.34,,
5/30/2018,251,0.35,0.36,0.33,0.34,,
5/29/2018,250,0.32,0.35,0.31,0.35,,
5/28/2018,249,0.35,0.35,0.31,0.32,,
5/27/2018,248,0.36,0.36,0.34,0.35,,
5/26/2018,247,0.34,0.38,0.34,0.36,,
5/25/2018,246,0.36,0.37,0.34,0.34,,
5/24/2018,245,0.35,0.36,0.33,0.36,,
5/23/2018,244,0.38,0.38,0.33,0.35,,
5/22/2018,243,0.42,0.43,0.38,0.38,,
5/21/2018,242,0.45,0.46,0.42,0.42,,
5/20/2018,241,0.45,0.47,0.45,0.45,,
5/19/2018,240,0.46,0.47,0.45,0.45,,
5/18/2018,239,0.44,0.47,0.43,0.46,,
5/17/2018,238,0.48,0.49,0.44,0.44,,
5/16/2018,237,0.5,0.51,0.47,0.48,,
5/15/2018,236,0.52,0.54,0.5,0.5,,
5/14/2018,235,0.5,0.52,0.47,0.52,,
5/13/2018,234,0.46,0.51,0.46,0.5,,
5/12/2018,233,0.47,0.48,0.44,0.46,,
5/11/2018,232,0.53,0.54,0.46,0.47,,
5/10/2018,231,0.54,0.58,0.53,0.53,,
5/9/2018,230,0.55,0.57,0.52,0.54,,
5/8/2018,229,0.58,0.61,0.55,0.55,,
5/7/2018,228,0.54,0.58,0.52,0.57,,
5/6/2018,227,0.57,0.58,0.52,0.54,,
5/5/2018,226,0.58,0.61,0.57,0.57,,
5/4/2018,225,0.57,0.6,0.55,0.58,,
5/3/2018,224,0.57,0.58,0.55,0.57,,
5/2/2018,223,0.55,0.58,0.54,0.56,,
5/1/2018,222,0.55,0.56,0.51,0.55,,
4/30/2018,221,0.52,0.6,0.5,0.54,,
4/29/2018,220,0.48,0.52,0.48,0.52,,
4/28/2018,219,0.45,0.49,0.45,0.48,,
4/27/2018,218,0.49,0.49,0.45,0.45,,
4/26/2018,217,0.44,0.49,0.43,0.49,,
4/25/2018,216,0.53,0.53,0.42,0.43,,
4/24/2018,215,0.49,0.54,0.49,0.54,,
4/23/2018,214,0.5,0.51,0.49,0.49,,
4/22/2018,213,0.49,0.51,0.48,0.5,,
4/21/2018,212,0.48,0.49,0.44,0.49,,
4/20/2018,211,0.48,0.49,0.46,0.48,,
4/19/2018,210,0.45,0.48,0.45,0.48,,
4/18/2018,209,0.42,0.45,0.42,0.45,,
4/17/2018,208,0.41,0.44,0.41,0.42,,
4/16/2018,207,0.42,0.43,0.4,0.41,,
4/15/2018,206,0.39,0.43,0.39,0.42,,
